,name,price,date
1773,['Inn at Discovery Coast'],227,2022-09-05
1774,['Best Western Long Beach Inn'],250,2022-09-05
1775,['The Breakers Long Beach'],249,2022-09-05
1776,['Lighthouse Oceanfront Resort'],179,2022-09-05
1777,['Shelburne Hotel'],160,2022-09-05
1778,"[""Heidi's Inn""]",155,2022-09-05
1779,['At The Helm Hotel'],321,2022-09-05
1780,['Astoria Riverwalk Inn'],199,2022-09-05
1781,"['Motel 6-Astoria, OR']",110,2022-09-05
1782,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",189,2022-09-05
1783,['Best Western Astoria Bayfront Hotel'],190,2022-09-05
1784,['Columbia Inn'],72,2022-09-05
1785,['Atomic Motel'],89,2022-09-05
1786,['Bowline Hotel'],274,2022-09-05
1787,['Astoria Rivershore Motel'],99,2022-09-05
1788,['Inn at the Sea'],94,2022-09-06
1789,['Oceanview Inn at the Arch'],230,2022-09-06
1790,['Adrift Hotel'],185,2022-09-06
1791,['Chautauqua Resort & Conference Center'],167,2022-09-06
1792,['Boardwalk Cottages'],200,2022-09-06
1793,['Coastal Inn and Suites'],89,2022-09-06
1794,['Inn at Discovery Coast'],259,2022-09-06
1795,['Best Western Long Beach Inn'],250,2022-09-06
1796,['The Breakers Long Beach'],249,2022-09-06
1797,['Lighthouse Oceanfront Resort'],179,2022-09-06
1798,['Shelburne Hotel'],161,2022-09-06
1799,"[""Heidi's Inn""]",155,2022-09-06
1800,['Col-Pacific Motel'],149,2022-09-06
1801,['At The Helm Hotel'],321,2022-09-06
1802,['Astoria Riverwalk Inn'],199,2022-09-06
1803,"['Motel 6-Astoria, OR']",110,2022-09-06
1804,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",189,2022-09-06
1805,['Best Western Astoria Bayfront Hotel'],190,2022-09-06
1806,['Columbia Inn'],72,2022-09-06
1807,['Atomic Motel'],89,2022-09-06
1808,['Bowline Hotel'],279,2022-09-06
1809,['Astoria Rivershore Motel'],99,2022-09-06
1810,['Inn at the Sea'],94,2022-09-07
1811,['Adrift Hotel'],185,2022-09-07
1812,['Chautauqua Resort & Conference Center'],167,2022-09-07
1813,['Oceanview Inn at the Arch'],196,2022-09-07
1814,['Boardwalk Cottages'],200,2022-09-07
1815,['Coastal Inn and Suites'],89,2022-09-07
1816,['Inn at Discovery Coast'],256,2022-09-07
1817,['The Breakers Long Beach'],249,2022-09-07
1818,['Best Western Long Beach Inn'],212,2022-09-07
1819,['Lighthouse Oceanfront Resort'],179,2022-09-07
1820,['Shelburne Hotel'],152,2022-09-07
1821,"[""Heidi's Inn""]",155,2022-09-07
1822,['At The Helm Hotel'],321,2022-09-07
1823,['Col-Pacific Motel'],139,2022-09-07
1824,['Astoria Riverwalk Inn'],199,2022-09-07
1825,"['Motel 6-Astoria, OR']",110,2022-09-07
1826,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",189,2022-09-07
1827,['Best Western Astoria Bayfront Hotel'],176,2022-09-07
1828,['Columbia Inn'],72,2022-09-07
1829,['Atomic Motel'],89,2022-09-07
1830,['Bowline Hotel'],273,2022-09-07
1831,['Astoria Rivershore Motel'],99,2022-09-07
1832,['Inn at the Sea'],94,2022-09-08
1833,['Oceanview Inn at the Arch'],230,2022-09-08
1834,['Chautauqua Resort & Conference Center'],167,2022-09-08
1835,['Adrift Hotel'],254,2022-09-08
1836,['Boardwalk Cottages'],307,2022-09-08
1837,['Inn at Discovery Coast'],375,2022-09-08
1838,['The Breakers Long Beach'],249,2022-09-08
1839,['Lighthouse Oceanfront Resort'],179,2022-09-08
1840,['Shelburne Hotel'],172,2022-09-08
1841,"[""Heidi's Inn""]",155,2022-09-08
1842,['Col-Pacific Motel'],159,2022-09-08
1843,['At The Helm Hotel'],321,2022-09-08
1844,['Astoria Riverwalk Inn'],199,2022-09-08
1845,"['Motel 6-Astoria, OR']",110,2022-09-08
1846,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",199,2022-09-08
1847,['Best Western Astoria Bayfront Hotel'],250,2022-09-08
1848,['Columbia Inn'],72,2022-09-08
1849,['Atomic Motel'],89,2022-09-08
1850,['Bowline Hotel'],271,2022-09-08
1851,['Astoria Rivershore Motel'],99,2022-09-08
1852,['Adrift Hotel'],342,2022-09-09
1853,['Inn at Discovery Coast'],500,2022-09-09
1854,['Shelburne Hotel'],275,2022-09-09
1855,"[""Heidi's Inn""]",185,2022-09-09
1856,['At The Helm Hotel'],378,2022-09-09
1857,"['Motel 6-Astoria, OR']",130,2022-09-09
1858,['Best Western Astoria Bayfront Hotel'],425,2022-09-09
1859,['Columbia Inn'],93,2022-09-09
1860,['Atomic Motel'],189,2022-09-09
1861,['Bowline Hotel'],342,2022-09-09
1862,['Astoria Rivershore Motel'],149,2022-09-09
1863,['Adrift Hotel'],343,2022-09-10
1864,['Inn at Discovery Coast'],540,2022-09-10
1865,['Shelburne Hotel'],275,2022-09-10
1866,"[""Heidi's Inn""]",185,2022-09-10
1867,['At The Helm Hotel'],378,2022-09-10
1868,"['Motel 6-Astoria, OR']",130,2022-09-10
1869,['Best Western Astoria Bayfront Hotel'],425,2022-09-10
1870,['Atomic Motel'],189,2022-09-10
1871,['Bowline Hotel'],367,2022-09-10
1872,['Adrift Hotel'],223,2022-09-11
1873,['Oceanview Inn at the Arch'],196,2022-09-11
1874,['Boardwalk Cottages'],214,2022-09-11
1875,['Coastal Inn and Suites'],99,2022-09-11
1876,['Chautauqua Resort & Conference Center'],334,2022-09-11
1877,['Inn at Discovery Coast'],321,2022-09-11
1878,['The Breakers Long Beach'],249,2022-09-11
1879,['Best Western Long Beach Inn'],212,2022-09-11
1880,['Shelburne Hotel'],161,2022-09-11
1881,"[""Heidi's Inn""]",155,2022-09-11
1882,['At The Helm Hotel'],321,2022-09-11
1883,['The Sea Glass Cottage'],131,2022-09-11
1884,['Astoria Riverwalk Inn'],199,2022-09-11
1885,"['Motel 6-Astoria, OR']",110,2022-09-11
1886,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",189,2022-09-11
1887,['Best Western Astoria Bayfront Hotel'],167,2022-09-11
1888,['Columbia Inn'],72,2022-09-11
1889,['Atomic Motel'],89,2022-09-11
1890,['Bowline Hotel'],283,2022-09-11
1891,['Astoria Rivershore Motel'],99,2022-09-11
1892,['Inn at the Sea'],89,2022-09-12
1893,['Adrift Hotel'],167,2022-09-12
1894,['Chautauqua Resort & Conference Center'],167,2022-09-12
1895,['Boardwalk Cottages'],183,2022-09-12
1896,['Oceanview Inn at the Arch'],196,2022-09-12
1897,['Coastal Inn and Suites'],99,2022-09-12
1898,['Inn at Discovery Coast'],282,2022-09-12
1899,['The Breakers Long Beach'],249,2022-09-12
1900,['Best Western Long Beach Inn'],212,2022-09-12
1901,['Shelburne Hotel'],152,2022-09-12
1902,"[""Heidi's Inn""]",155,2022-09-12
1903,['At The Helm Hotel'],263,2022-09-12
1904,['Col-Pacific Motel'],139,2022-09-12
1905,['Astoria Riverwalk Inn'],199,2022-09-12
1906,"['Motel 6-Astoria, OR']",110,2022-09-12
1907,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",189,2022-09-12
1908,['Best Western Astoria Bayfront Hotel'],167,2022-09-12
1909,['Columbia Inn'],72,2022-09-12
1910,['Atomic Motel'],89,2022-09-12
1911,['Bowline Hotel'],274,2022-09-12
1912,['Astoria Rivershore Motel'],99,2022-09-12
1913,['Inn at the Sea'],89,2022-09-13
1914,['Adrift Hotel'],156,2022-09-13
1915,['Oceanview Inn at the Arch'],230,2022-09-13
1916,['Chautauqua Resort & Conference Center'],167,2022-09-13
1917,['Boardwalk Cottages'],156,2022-09-13
1918,['Coastal Inn and Suites'],99,2022-09-13
1919,['Inn at Discovery Coast'],282,2022-09-13
1920,['Best Western Long Beach Inn'],250,2022-09-13
1921,['The Breakers Long Beach'],249,2022-09-13
1922,['Shelburne Hotel'],152,2022-09-13
1923,"[""Heidi's Inn""]",155,2022-09-13
1924,['Col-Pacific Motel'],149,2022-09-13
1925,['At The Helm Hotel'],263,2022-09-13
1926,['Astoria Riverwalk Inn'],199,2022-09-13
1927,"['Motel 6-Astoria, OR']",110,2022-09-13
1928,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",189,2022-09-13
1929,['Best Western Astoria Bayfront Hotel'],190,2022-09-13
1930,['Columbia Inn'],72,2022-09-13
1931,['Atomic Motel'],89,2022-09-13
1932,['Bowline Hotel'],279,2022-09-13
1933,['Astoria Rivershore Motel'],99,2022-09-13
1934,['Inn at the Sea'],89,2022-09-14
1935,['Adrift Hotel'],156,2022-09-14
1936,['Chautauqua Resort & Conference Center'],167,2022-09-14
1937,['Boardwalk Cottages'],151,2022-09-14
1938,['Oceanview Inn at the Arch'],196,2022-09-14
1939,['Coastal Inn and Suites'],99,2022-09-14
1940,['Inn at Discovery Coast'],282,2022-09-14
1941,['The Breakers Long Beach'],249,2022-09-14
1942,['Best Western Long Beach Inn'],212,2022-09-14
1943,['Shelburne Hotel'],152,2022-09-14
1944,"[""Heidi's Inn""]",155,2022-09-14
1945,['At The Helm Hotel'],263,2022-09-14
1946,['Col-Pacific Motel'],139,2022-09-14
1947,['Astoria Riverwalk Inn'],199,2022-09-14
1948,"['Motel 6-Astoria, OR']",110,2022-09-14
1949,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",218,2022-09-14
1950,['Best Western Astoria Bayfront Hotel'],167,2022-09-14
1951,['Columbia Inn'],72,2022-09-14
1952,['Atomic Motel'],89,2022-09-14
1953,['Bowline Hotel'],273,2022-09-14
1954,['Astoria Rivershore Motel'],99,2022-09-14
1955,['Adrift Hotel'],156,2022-09-15
1956,['Oceanview Inn at the Arch'],230,2022-09-15
1957,['Chautauqua Resort & Conference Center'],98,2022-09-15
1958,['Boardwalk Cottages'],151,2022-09-15
1959,['Coastal Inn and Suites'],99,2022-09-15
1960,['Inn at Discovery Coast'],267,2022-09-15
1961,['Best Western Long Beach Inn'],250,2022-09-15
1962,['The Breakers Long Beach'],249,2022-09-15
1963,['Shelburne Hotel'],152,2022-09-15
1964,"[""Heidi's Inn""]",155,2022-09-15
1965,['Col-Pacific Motel'],149,2022-09-15
1966,['At The Helm Hotel'],263,2022-09-15
1967,['Astoria Riverwalk Inn'],199,2022-09-15
1968,"['Motel 6-Astoria, OR']",110,2022-09-15
1969,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",218,2022-09-15
1970,['Best Western Astoria Bayfront Hotel'],190,2022-09-15
1971,['Columbia Inn'],72,2022-09-15
1972,['Atomic Motel'],89,2022-09-15
1973,['Bowline Hotel'],271,2022-09-15
1974,['Astoria Rivershore Motel'],99,2022-09-15
1975,['Adrift Hotel'],201,2022-09-16
1976,['Chautauqua Resort & Conference Center'],146,2022-09-16
1977,['Boardwalk Cottages'],215,2022-09-16
1978,['Coastal Inn and Suites'],149,2022-09-16
1979,['Oceanview Inn at the Arch'],230,2022-09-16
1980,['Inn at Discovery Coast'],334,2022-09-16
1981,['The Breakers Long Beach'],199,2022-09-16
1982,['Best Western Long Beach Inn'],320,2022-09-16
1983,['Shelburne Hotel'],199,2022-09-16
1984,"[""Heidi's Inn""]",185,2022-09-16
1985,['Col-Pacific Motel'],159,2022-09-16
1986,['At The Helm Hotel'],298,2022-09-16
1987,"['Motel 6-Astoria, OR']",130,2022-09-16
1988,['Best Western Astoria Bayfront Hotel'],245,2022-09-16
1989,['Columbia Inn'],83,2022-09-16
1990,['Atomic Motel'],189,2022-09-16
1991,['Bowline Hotel'],342,2022-09-16
1992,['Astoria Rivershore Motel'],149,2022-09-16
1993,['Chautauqua Resort & Conference Center'],146,2022-09-17
1994,['Inn at the Sea'],179,2022-09-17
1995,['Adrift Hotel'],289,2022-09-17
1996,['Boardwalk Cottages'],217,2022-09-17
1997,['Coastal Inn and Suites'],199,2022-09-17
1998,['Inn at Discovery Coast'],370,2022-09-17
1999,['The Breakers Long Beach'],199,2022-09-17
2000,['Shelburne Hotel'],209,2022-09-17
2001,"[""Heidi's Inn""]",185,2022-09-17
2002,['At The Helm Hotel'],298,2022-09-17
2003,"['Motel 6-Astoria, OR']",130,2022-09-17
2004,['Best Western Astoria Bayfront Hotel'],245,2022-09-17
2005,['Columbia Inn'],93,2022-09-17
2006,['Atomic Motel'],189,2022-09-17
2007,['Bowline Hotel'],367,2022-09-17
2008,['Inn at the Sea'],94,2022-09-18
2009,['Oceanview Inn at the Arch'],230,2022-09-18
2010,['Adrift Hotel'],176,2022-09-18
2011,['Chautauqua Resort & Conference Center'],98,2022-09-18
2012,['Boardwalk Cottages'],146,2022-09-18
2013,['Coastal Inn and Suites'],99,2022-09-18
2014,['Inn at Discovery Coast'],241,2022-09-18
2015,['Best Western Long Beach Inn'],250,2022-09-18
2016,['The Breakers Long Beach'],199,2022-09-18
2017,['Shelburne Hotel'],152,2022-09-18
2018,"[""Heidi's Inn""]",155,2022-09-18
2019,['Col-Pacific Motel'],159,2022-09-18
2020,['At The Helm Hotel'],263,2022-09-18
2021,['Astoria Riverwalk Inn'],199,2022-09-18
2022,"['Motel 6-Astoria, OR']",110,2022-09-18
2023,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",189,2022-09-18
2024,['Best Western Astoria Bayfront Hotel'],190,2022-09-18
2025,['Columbia Inn'],72,2022-09-18
2026,['Atomic Motel'],89,2022-09-18
2027,['Bowline Hotel'],283,2022-09-18
2028,['Astoria Rivershore Motel'],99,2022-09-18
2029,['Inn at the Sea'],89,2022-09-19
2030,['Adrift Hotel'],172,2022-09-19
2031,['Chautauqua Resort & Conference Center'],98,2022-09-19
2032,['Boardwalk Cottages'],142,2022-09-19
2033,['Oceanview Inn at the Arch'],196,2022-09-19
2034,['Coastal Inn and Suites'],99,2022-09-19
2035,['Inn at Discovery Coast'],191,2022-09-19
2036,['The Breakers Long Beach'],199,2022-09-19
2037,['Best Western Long Beach Inn'],212,2022-09-19
2038,['Shelburne Hotel'],152,2022-09-19
2039,"[""Heidi's Inn""]",155,2022-09-19
2040,['At The Helm Hotel'],263,2022-09-19
2041,['Col-Pacific Motel'],139,2022-09-19
2042,['Astoria Riverwalk Inn'],199,2022-09-19
2043,"['Motel 6-Astoria, OR']",110,2022-09-19
2044,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",189,2022-09-19
2045,['Best Western Astoria Bayfront Hotel'],167,2022-09-19
2046,['Columbia Inn'],72,2022-09-19
2047,['Atomic Motel'],89,2022-09-19
2048,['Bowline Hotel'],274,2022-09-19
2049,['Astoria Rivershore Motel'],99,2022-09-19
2050,['Inn at the Sea'],89,2022-09-20
2051,['Adrift Hotel'],172,2022-09-20
2052,['Chautauqua Resort & Conference Center'],98,2022-09-20
2053,['Boardwalk Cottages'],151,2022-09-20
2054,['Oceanview Inn at the Arch'],196,2022-09-20
2055,['Coastal Inn and Suites'],99,2022-09-20
2056,['Inn at Discovery Coast'],191,2022-09-20
2057,['The Breakers Long Beach'],199,2022-09-20
2058,['Best Western Long Beach Inn'],212,2022-09-20
2059,['Shelburne Hotel'],161,2022-09-20
2060,"[""Heidi's Inn""]",155,2022-09-20
2061,['At The Helm Hotel'],263,2022-09-20
2062,['Col-Pacific Motel'],139,2022-09-20
2063,['Astoria Riverwalk Inn'],199,2022-09-20
2064,"['Motel 6-Astoria, OR']",110,2022-09-20
2065,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",189,2022-09-20
2066,['Best Western Astoria Bayfront Hotel'],167,2022-09-20
2067,['Columbia Inn'],72,2022-09-20
2068,['Atomic Motel'],89,2022-09-20
2069,['Bowline Hotel'],279,2022-09-20
2070,['Astoria Rivershore Motel'],99,2022-09-20
2071,['Inn at the Sea'],89,2022-09-21
2072,['Adrift Hotel'],157,2022-09-21
2073,['Chautauqua Resort & Conference Center'],98,2022-09-21
2074,['Boardwalk Cottages'],142,2022-09-21
2075,['Oceanview Inn at the Arch'],196,2022-09-21
2076,['Coastal Inn and Suites'],99,2022-09-21
2077,['Inn at Discovery Coast'],191,2022-09-21
2078,['The Breakers Long Beach'],199,2022-09-21
2079,['Best Western Long Beach Inn'],212,2022-09-21
2080,['Shelburne Hotel'],152,2022-09-21
2081,"[""Heidi's Inn""]",155,2022-09-21
2082,['At The Helm Hotel'],263,2022-09-21
2083,['Col-Pacific Motel'],139,2022-09-21
2084,['Astoria Riverwalk Inn'],199,2022-09-21
2085,"['Motel 6-Astoria, OR']",110,2022-09-21
2086,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",189,2022-09-21
2087,['Best Western Astoria Bayfront Hotel'],167,2022-09-21
2088,['Columbia Inn'],72,2022-09-21
2089,['Atomic Motel'],89,2022-09-21
2090,['Bowline Hotel'],273,2022-09-21
2091,['Astoria Rivershore Motel'],99,2022-09-21
2092,['Adrift Hotel'],154,2022-09-22
2093,['Chautauqua Resort & Conference Center'],98,2022-09-22
2094,['Boardwalk Cottages'],142,2022-09-22
2095,['Oceanview Inn at the Arch'],196,2022-09-22
2096,['Coastal Inn and Suites'],99,2022-09-22
2097,['Inn at Discovery Coast'],262,2022-09-22
2098,['The Breakers Long Beach'],199,2022-09-22
2099,['Best Western Long Beach Inn'],212,2022-09-22
2100,['Shelburne Hotel'],152,2022-09-22
2101,"[""Heidi's Inn""]",155,2022-09-22
2102,['At The Helm Hotel'],263,2022-09-22
2103,['Col-Pacific Motel'],139,2022-09-22
2104,['Astoria Riverwalk Inn'],199,2022-09-22
2105,"['Motel 6-Astoria, OR']",110,2022-09-22
2106,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",189,2022-09-22
2107,['Best Western Astoria Bayfront Hotel'],167,2022-09-22
2108,['Columbia Inn'],72,2022-09-22
2109,['Atomic Motel'],89,2022-09-22
2110,['Bowline Hotel'],272,2022-09-22
2111,['Astoria Rivershore Motel'],99,2022-09-22
2112,['Chautauqua Resort & Conference Center'],146,2022-09-23
2113,['Adrift Hotel'],262,2022-09-23
2114,['Boardwalk Cottages'],177,2022-09-23
2115,['Oceanview Inn at the Arch'],196,2022-09-23
2116,['Coastal Inn and Suites'],149,2022-09-23
2117,['The Breakers Long Beach'],199,2022-09-23
2118,['Inn at Discovery Coast'],403,2022-09-23
2119,['Best Western Long Beach Inn'],272,2022-09-23
2120,['Shelburne Hotel'],199,2022-09-23
2121,"[""Heidi's Inn""]",185,2022-09-23
2122,['At The Helm Hotel'],298,2022-09-23
2123,['Col-Pacific Motel'],149,2022-09-23
2124,"['Motel 6-Astoria, OR']",130,2022-09-23
2125,['Best Western Astoria Bayfront Hotel'],245,2022-09-23
2126,['Columbia Inn'],83,2022-09-23
2127,['Atomic Motel'],189,2022-09-23
2128,['Bowline Hotel'],342,2022-09-23
2129,['Astoria Rivershore Motel'],149,2022-09-23
2130,['Inn at the Sea'],179,2022-09-24
2131,['Adrift Hotel'],283,2022-09-24
2132,['Oceanview Inn at the Arch'],196,2022-09-24
2133,['Boardwalk Cottages'],200,2022-09-24
2134,['Coastal Inn and Suites'],199,2022-09-24
2135,['The Breakers Long Beach'],199,2022-09-24
2136,['Inn at Discovery Coast'],424,2022-09-24
2137,['Shelburne Hotel'],210,2022-09-24
2138,"[""Heidi's Inn""]",185,2022-09-24
2139,['At The Helm Hotel'],298,2022-09-24
2140,"['Motel 6-Astoria, OR']",130,2022-09-24
2141,['Best Western Astoria Bayfront Hotel'],245,2022-09-24
2142,['Columbia Inn'],83,2022-09-24
2143,['Atomic Motel'],189,2022-09-24
2144,['Bowline Hotel'],367,2022-09-24
2145,['Adrift Hotel'],176,2022-09-25
2146,['Chautauqua Resort & Conference Center'],98,2022-09-25
2147,['Boardwalk Cottages'],142,2022-09-25
2148,['Coastal Inn and Suites'],89,2022-09-25
2149,['Inn at Discovery Coast'],191,2022-09-25
2150,['Oceanview Inn at the Arch'],230,2022-09-25
2151,['Best Western Long Beach Inn'],250,2022-09-25
2152,['The Breakers Long Beach'],199,2022-09-25
2153,['Shelburne Hotel'],152,2022-09-25
2154,"[""Heidi's Inn""]",155,2022-09-25
2155,['Col-Pacific Motel'],159,2022-09-25
2156,['At The Helm Hotel'],263,2022-09-25
2157,['Astoria Riverwalk Inn'],199,2022-09-25
2158,"['Motel 6-Astoria, OR']",110,2022-09-25
2159,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",189,2022-09-25
2160,['Best Western Astoria Bayfront Hotel'],190,2022-09-25
2161,['Columbia Inn'],72,2022-09-25
2162,['Atomic Motel'],79,2022-09-25
2163,['Bowline Hotel'],283,2022-09-25
2164,['Astoria Rivershore Motel'],99,2022-09-25
2165,['Inn at the Sea'],84,2022-09-26
2166,['Adrift Hotel'],154,2022-09-26
2167,['Oceanview Inn at the Arch'],230,2022-09-26
2168,['Chautauqua Resort & Conference Center'],98,2022-09-26
2169,['Boardwalk Cottages'],142,2022-09-26
2170,['Coastal Inn and Suites'],89,2022-09-26
2171,['Inn at Discovery Coast'],191,2022-09-26
2172,['Best Western Long Beach Inn'],250,2022-09-26
2173,['The Breakers Long Beach'],199,2022-09-26
2174,['Shelburne Hotel'],152,2022-09-26
2175,"[""Heidi's Inn""]",155,2022-09-26
2176,['Col-Pacific Motel'],149,2022-09-26
2177,['At The Helm Hotel'],263,2022-09-26
2178,['Astoria Riverwalk Inn'],199,2022-09-26
2179,"['Motel 6-Astoria, OR']",110,2022-09-26
2180,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",189,2022-09-26
2181,['Best Western Astoria Bayfront Hotel'],190,2022-09-26
2182,['Columbia Inn'],72,2022-09-26
2183,['Atomic Motel'],79,2022-09-26
2184,['Bowline Hotel'],274,2022-09-26
2185,['Astoria Rivershore Motel'],99,2022-09-26
2186,['Adrift Hotel'],146,2022-09-27
2187,['Chautauqua Resort & Conference Center'],98,2022-09-27
2188,['Boardwalk Cottages'],142,2022-09-27
2189,['Oceanview Inn at the Arch'],196,2022-09-27
2190,['Coastal Inn and Suites'],89,2022-09-27
2191,['Inn at Discovery Coast'],191,2022-09-27
2192,['The Breakers Long Beach'],199,2022-09-27
2193,['Best Western Long Beach Inn'],212,2022-09-27
2194,['Shelburne Hotel'],152,2022-09-27
2195,"[""Heidi's Inn""]",155,2022-09-27
2196,['At The Helm Hotel'],263,2022-09-27
2197,['Col-Pacific Motel'],139,2022-09-27
2198,['Astoria Riverwalk Inn'],199,2022-09-27
2199,"['Motel 6-Astoria, OR']",110,2022-09-27
2200,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",189,2022-09-27
2201,['Best Western Astoria Bayfront Hotel'],167,2022-09-27
2202,['Columbia Inn'],72,2022-09-27
2203,['Atomic Motel'],79,2022-09-27
2204,['Bowline Hotel'],279,2022-09-27
2205,['Astoria Rivershore Motel'],99,2022-09-27
2206,['Adrift Hotel'],156,2022-09-28
2207,['Oceanview Inn at the Arch'],230,2022-09-28
2208,['Chautauqua Resort & Conference Center'],98,2022-09-28
2209,['Boardwalk Cottages'],142,2022-09-28
2210,['Coastal Inn and Suites'],89,2022-09-28
2211,['Inn at Discovery Coast'],191,2022-09-28
2212,['Best Western Long Beach Inn'],250,2022-09-28
2213,['The Breakers Long Beach'],199,2022-09-28
2214,['Shelburne Hotel'],152,2022-09-28
2215,"[""Heidi's Inn""]",155,2022-09-28
2216,['Col-Pacific Motel'],149,2022-09-28
2217,['At The Helm Hotel'],263,2022-09-28
2218,['Astoria Riverwalk Inn'],199,2022-09-28
2219,"['Motel 6-Astoria, OR']",110,2022-09-28
2220,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",189,2022-09-28
2221,['Best Western Astoria Bayfront Hotel'],190,2022-09-28
2222,['Columbia Inn'],72,2022-09-28
2223,['Atomic Motel'],79,2022-09-28
2224,['Bowline Hotel'],273,2022-09-28
2225,['Astoria Rivershore Motel'],99,2022-09-28
2226,['Inn at the Sea'],84,2022-09-29
2227,['Adrift Hotel'],142,2022-09-29
2228,['Oceanview Inn at the Arch'],230,2022-09-29
2229,['Chautauqua Resort & Conference Center'],98,2022-09-29
2230,['Boardwalk Cottages'],142,2022-09-29
2231,['Coastal Inn and Suites'],89,2022-09-29
2232,['Inn at Discovery Coast'],191,2022-09-29
2233,['Best Western Long Beach Inn'],250,2022-09-29
2234,['The Breakers Long Beach'],199,2022-09-29
2235,['Shelburne Hotel'],152,2022-09-29
2236,"[""Heidi's Inn""]",155,2022-09-29
2237,['Col-Pacific Motel'],149,2022-09-29
2238,['At The Helm Hotel'],263,2022-09-29
2239,['Astoria Riverwalk Inn'],199,2022-09-29
2240,"['Motel 6-Astoria, OR']",110,2022-09-29
2241,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",189,2022-09-29
2242,['Best Western Astoria Bayfront Hotel'],190,2022-09-29
2243,['Columbia Inn'],72,2022-09-29
2244,['Atomic Motel'],79,2022-09-29
2245,['Bowline Hotel'],272,2022-09-29
2246,['Astoria Rivershore Motel'],99,2022-09-29
