,name,price,date
554,['Best Western Long Beach Inn'],160,2022-05-25
555,['Mermaid Inn'],117,2022-05-25
556,['Inn at Discovery Coast'],256,2022-05-25
557,['The Breakers Long Beach'],199,2022-05-25
558,['Lighthouse Oceanfront Resort'],179,2022-05-25
559,['Inn at Harbour Village'],139,2022-05-25
560,"[""Heidi's Inn""]",85,2022-05-25
561,['Salt Hotel'],125,2022-05-25
562,['Col-Pacific Motel'],119,2022-05-25
563,['At The Helm Hotel'],275,2022-05-25
564,['Astoria Riverwalk Inn'],142,2022-05-25
565,"['Motel 6-Astoria, OR']",85,2022-05-25
566,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",170,2022-05-25
567,['Best Western Astoria Bayfront Hotel'],165,2022-05-25
568,['Atomic Motel'],79,2022-05-25
569,['Columbia Inn'],72,2022-05-25
570,['Bowline Hotel'],199,2022-05-25
571,['Astoria Rivershore Motel'],79,2022-05-25
572,['Inn at the Sea'],99,2022-05-26
573,['Adrift Hotel'],134,2022-05-26
574,['Chautauqua Resort & Conference Center'],155,2022-05-26
575,['Boardwalk Cottages'],150,2022-05-26
576,['Coastal Inn and Suites'],89,2022-05-26
577,['Mermaid Inn'],117,2022-05-26
578,['Inn at Discovery Coast'],248,2022-05-26
579,['Oceanview Inn at the Arch'],145,2022-05-26
580,['The Breakers Long Beach'],199,2022-05-26
581,['Best Western Long Beach Inn'],136,2022-05-26
582,['Lighthouse Oceanfront Resort'],179,2022-05-26
583,['Shelburne Hotel'],125,2022-05-26
584,['Inn at Harbour Village'],139,2022-05-26
585,"[""Heidi's Inn""]",85,2022-05-26
586,['Salt Hotel'],125,2022-05-26
587,['At The Helm Hotel'],275,2022-05-26
588,['Col-Pacific Motel'],139,2022-05-26
589,['Astoria Riverwalk Inn'],142,2022-05-26
590,"['Motel 6-Astoria, OR']",85,2022-05-26
591,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",179,2022-05-26
592,['Best Western Astoria Bayfront Hotel'],145,2022-05-26
593,['Atomic Motel'],71,2022-05-26
594,['Columbia Inn'],72,2022-05-26
595,['Bowline Hotel'],199,2022-05-26
596,['Astoria Rivershore Motel'],79,2022-05-26
597,['Inn at the Sea'],189,2022-05-27
598,['Adrift Hotel'],228,2022-05-27
599,['Coastal Inn and Suites'],149,2022-05-27
600,['Inn at Discovery Coast'],262,2022-05-27
601,['Best Western Long Beach Inn'],300,2022-05-27
602,['Shelburne Hotel'],161,2022-05-27
603,"[""Heidi's Inn""]",102,2022-05-27
604,['Col-Pacific Motel'],149,2022-05-27
605,['At The Helm Hotel'],309,2022-05-27
606,"['Motel 6-Astoria, OR']",95,2022-05-27
607,['Best Western Astoria Bayfront Hotel'],275,2022-05-27
608,['Atomic Motel'],170,2022-05-27
609,['Bowline Hotel'],289,2022-05-27
610,['Astoria Rivershore Motel'],159,2022-05-27
611,['Adrift Hotel'],289,2022-05-28
612,['Inn at Discovery Coast'],417,2022-05-28
613,['Best Western Long Beach Inn'],255,2022-05-28
614,['Shelburne Hotel'],228,2022-05-28
615,"[""Heidi's Inn""]",102,2022-05-28
616,['Col-Pacific Motel'],149,2022-05-28
617,['At The Helm Hotel'],309,2022-05-28
618,"['Motel 6-Astoria, OR']",95,2022-05-28
619,['Best Western Astoria Bayfront Hotel'],242,2022-05-28
620,['Columbia Inn'],83,2022-05-28
621,['Bowline Hotel'],309,2022-05-28
622,['Oceanview Inn at the Arch'],190,2022-05-29
623,['Inn at the Sea'],179,2022-05-29
624,['Adrift Hotel'],246,2022-05-29
625,['Coastal Inn and Suites'],179,2022-05-29
626,['Boardwalk Cottages'],271,2022-05-29
627,['Best Western Long Beach Inn'],230,2022-05-29
628,['The Breakers Long Beach'],199,2022-05-29
629,['Inn at Discovery Coast'],438,2022-05-29
630,['Shelburne Hotel'],179,2022-05-29
631,"[""Heidi's Inn""]",85,2022-05-29
632,['Salt Hotel'],125,2022-05-29
633,['Col-Pacific Motel'],149,2022-05-29
634,['At The Helm Hotel'],275,2022-05-29
635,"['Motel 6-Astoria, OR']",85,2022-05-29
636,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",284,2022-05-29
637,['Best Western Astoria Bayfront Hotel'],275,2022-05-29
638,['Columbia Inn'],83,2022-05-29
639,['Atomic Motel'],188,2022-05-29
640,['Astoria Rivershore Motel'],169,2022-05-29
641,['Bowline Hotel'],309,2022-05-29
642,['Oceanview Inn at the Arch'],170,2022-05-30
643,['Inn at the Sea'],99,2022-05-30
644,['Adrift Hotel'],134,2022-05-30
645,['Boardwalk Cottages'],134,2022-05-30
646,['Coastal Inn and Suites'],94,2022-05-30
647,['Inn at Discovery Coast'],195,2022-05-30
648,['Best Western Long Beach Inn'],230,2022-05-30
649,['The Breakers Long Beach'],199,2022-05-30
650,['Lighthouse Oceanfront Resort'],179,2022-05-30
651,['Shelburne Hotel'],134,2022-05-30
652,"[""Heidi's Inn""]",85,2022-05-30
653,['Salt Hotel'],125,2022-05-30
654,['Col-Pacific Motel'],139,2022-05-30
655,['At The Helm Hotel'],286,2022-05-30
656,['Astoria Riverwalk Inn'],151,2022-05-30
657,"['Motel 6-Astoria, OR']",85,2022-05-30
658,"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",170,2022-05-30
659,['Best Western Astoria Bayfront Hotel'],205,2022-05-30
660,['Atomic Motel'],89,2022-05-30
661,['Columbia Inn'],72,2022-05-30
662,['Bowline Hotel'],199,2022-05-30
663,['Astoria Rivershore Motel'],79,2022-05-30
