name,price,date
['Astoria Rivershore Motel'],['US$99'],"26   2022-06-27
Name: date, dtype: datetime64[ns]"

['Bowline Hotel'],['US$288'],"26   2022-06-27
Name: date, dtype: datetime64[ns]"

['Inn at the Sea'],['US$119'],"27   2022-06-28
Name: date, dtype: datetime64[ns]"

['Adrift Hotel'],['US$212'],"27   2022-06-28
Name: date, dtype: datetime64[ns]"

['Boardwalk Cottages'],['US$232'],"27   2022-06-28
Name: date, dtype: datetime64[ns]"

['Inn at Discovery Coast'],['US$227'],"27   2022-06-28
Name: date, dtype: datetime64[ns]"

['Coastal Inn and Suites'],['US$99'],"27   2022-06-28
Name: date, dtype: datetime64[ns]"

['Chautauqua Resort & Conference Center'],['US$188'],"27   2022-06-28
Name: date, dtype: datetime64[ns]"

['Best Western Long Beach Inn'],['US$195'],"27   2022-06-28
Name: date, dtype: datetime64[ns]"

['The Breakers Long Beach'],['US$249'],"27   2022-06-28
Name: date, dtype: datetime64[ns]"

['Shelburne Hotel'],['US$152'],"27   2022-06-28
Name: date, dtype: datetime64[ns]"

"[""Heidi's Inn""]",['US$155'],"27   2022-06-28
Name: date, dtype: datetime64[ns]"

['At The Helm Hotel'],['US$286'],"27   2022-06-28
Name: date, dtype: datetime64[ns]"

['Col-Pacific Motel'],['US$144'],"27   2022-06-28
Name: date, dtype: datetime64[ns]"

['Astoria Riverwalk Inn'],['US$200'],"27   2022-06-28
Name: date, dtype: datetime64[ns]"

"['Motel 6-Astoria, OR']",['US$85'],"27   2022-06-28
Name: date, dtype: datetime64[ns]"

"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",['US$227'],"27   2022-06-28
Name: date, dtype: datetime64[ns]"

['Best Western Astoria Bayfront Hotel'],['US$251'],"27   2022-06-28
Name: date, dtype: datetime64[ns]"

['Atomic Motel'],['US$129'],"27   2022-06-28
Name: date, dtype: datetime64[ns]"

['Columbia Inn'],['US$72'],"27   2022-06-28
Name: date, dtype: datetime64[ns]"

['Astoria Rivershore Motel'],['US$99'],"27   2022-06-28
Name: date, dtype: datetime64[ns]"

['Bowline Hotel'],['US$307'],"27   2022-06-28
Name: date, dtype: datetime64[ns]"

['Inn at the Sea'],['US$109'],"28   2022-06-29
Name: date, dtype: datetime64[ns]"

['Adrift Hotel'],['US$213'],"28   2022-06-29
Name: date, dtype: datetime64[ns]"

['Boardwalk Cottages'],['US$212'],"28   2022-06-29
Name: date, dtype: datetime64[ns]"

['Coastal Inn and Suites'],['US$99'],"28   2022-06-29
Name: date, dtype: datetime64[ns]"

['Inn at Discovery Coast'],['US$282'],"28   2022-06-29
Name: date, dtype: datetime64[ns]"

['Chautauqua Resort & Conference Center'],['US$188'],"28   2022-06-29
Name: date, dtype: datetime64[ns]"

['Best Western Long Beach Inn'],['US$195'],"28   2022-06-29
Name: date, dtype: datetime64[ns]"

['The Breakers Long Beach'],['US$249'],"28   2022-06-29
Name: date, dtype: datetime64[ns]"

['Shelburne Hotel'],['US$152'],"28   2022-06-29
Name: date, dtype: datetime64[ns]"

"[""Heidi's Inn""]",['US$155'],"28   2022-06-29
Name: date, dtype: datetime64[ns]"

['At The Helm Hotel'],['US$286'],"28   2022-06-29
Name: date, dtype: datetime64[ns]"

['Col-Pacific Motel'],['US$144'],"28   2022-06-29
Name: date, dtype: datetime64[ns]"

['Astoria Riverwalk Inn'],['US$200'],"28   2022-06-29
Name: date, dtype: datetime64[ns]"

"['Motel 6-Astoria, OR']",['US$85'],"28   2022-06-29
Name: date, dtype: datetime64[ns]"

"['Holiday Inn Express Hotel & Suites Astoria, an IHG Hotel']",['US$227'],"28   2022-06-29
Name: date, dtype: datetime64[ns]"

['Best Western Astoria Bayfront Hotel'],['US$251'],"28   2022-06-29
Name: date, dtype: datetime64[ns]"

['Atomic Motel'],['US$129'],"28   2022-06-29
Name: date, dtype: datetime64[ns]"

['Columbia Inn'],['US$72'],"28   2022-06-29
Name: date, dtype: datetime64[ns]"

['Bowline Hotel'],['US$267'],"28   2022-06-29
Name: date, dtype: datetime64[ns]"

['Astoria Rivershore Motel'],['US$99'],"28   2022-06-29
Name: date, dtype: datetime64[ns]"

